supplier_id,shipment_id,order_date,promised_lead_time,actual_lead_time,units_ordered,units_received,delivery_status,cost_per_unit,fill_rate,lead_variance
SUP027,SHP000378,2023,15,14,421,421,On-Time,19.32,1.0,-1
SUP019,SHP000379,2023,14,15,397,397,On-Time,9.77,1.0,1
SUP038,SHP000380,2022,19,17,188,188,Early,129.67,1.0,-2
SUP005,SHP000381,2023,8,6,139,104,Early,41.7,0.7482014388489209,-2
SUP009,SHP000382,2022,11,10,456,456,On-Time,146.97,1.0,-1
SUP024,SHP000383,2023,17,18,333,333,On-Time,60.88,1.0,1
SUP038,SHP000384,2023,9,9,479,479,On-Time,145.65,1.0,0
SUP020,SHP000385,2023,4,2,229,229,Early,80.62,1.0,-2
SUP037,SHP000386,2022,9,10,112,112,On-Time,199.52,1.0,1
SUP053,SHP000387,2023,9,9,414,414,On-Time,44.48,1.0,0
SUP032,SHP000388,2024,11,8,164,164,Early,100.36,1.0,-3
SUP059,SHP000389,2023,12,10,463,463,Early,4.05,1.0,-2
SUP055,SHP000390,2022,18,18,450,450,On-Time,147.25,1.0,0
SUP057,SHP000391,2022,3,5,441,441,Late,124.39,1.0,2
SUP043,SHP000392,2023,9,6,259,259,Early,124.09,1.0,-3
SUP058,SHP000393,2022,7,10,302,302,Late,78.26,1.0,3
SUP012,SHP000394,2024,14,9,287,287,Early,171.89,1.0,-5
SUP009,SHP000395,2023,10,6,269,269,Early,71.17,1.0,-4
SUP048,SHP000396,2023,12,10,274,274,Early,121.86,1.0,-2
SUP004,SHP000397,2023,6,8,289,289,Late,153.22,1.0,2
SUP017,SHP000398,2022,11,11,216,216,On-Time,43.98,1.0,0
SUP012,SHP000399,2024,14,12,153,153,Early,96.61,1.0,-2
SUP039,SHP000400,2023,12,10,485,485,Early,67.06,1.0,-2
SUP034,SHP000401,2022,8,5,325,325,Early,133.43,1.0,-3
SUP025,SHP000402,2024,8,9,87,87,On-Time,70.74,1.0,1
SUP012,SHP000403,2023,9,6,55,55,Early,176.51,1.0,-3
SUP011,SHP000404,2023,20,17,389,389,Early,14.92,1.0,-3
SUP027,SHP000405,2023,18,13,264,264,Early,102.7,1.0,-5
SUP037,SHP000406,2023,17,10,286,286,Early,182.8,1.0,-7
SUP040,SHP000407,2024,3,4,483,483,On-Time,41.35,1.0,1
SUP009,SHP000408,2022,7,6,295,295,On-Time,164.78,1.0,-1
SUP001,SHP000409,2024,9,12,103,77,Late,96.9,0.7475728155339806,3
SUP025,SHP000410,2023,18,18,486,486,On-Time,129.9,1.0,0
SUP027,SHP000411,2022,3,1,459,459,Early,195.21,1.0,-2
SUP026,SHP000412,2022,16,19,398,398,Late,17.18,1.0,3
SUP005,SHP000413,2024,4,1,168,168,Early,55.49,1.0,-3
SUP030,SHP000414,2024,11,13,176,176,Late,174.84,1.0,2
SUP060,SHP000415,2023,3,1,397,397,Early,118.94,1.0,-2
SUP037,SHP000416,2024,18,14,271,271,Early,58.76,1.0,-4
SUP038,SHP000417,2023,9,7,475,475,Early,9.14,1.0,-2
SUP027,SHP000418,2024,10,10,280,280,On-Time,48.83,1.0,0
SUP012,SHP000419,2024,9,4,273,273,Early,157.62,1.0,-5
SUP013,SHP000420,2023,11,15,435,435,Late,59.7,1.0,4
SUP058,SHP000421,2023,6,6,155,155,On-Time,75.59,1.0,0
SUP023,SHP000422,2022,16,15,236,236,On-Time,113.8,1.0,-1
SUP025,SHP000423,2023,7,12,392,392,Late,146.26,1.0,5
SUP040,SHP000424,2022,12,10,60,60,Early,34.51,1.0,-2
SUP038,SHP000425,2024,10,15,431,402,Late,7.57,0.9327146171693735,5
SUP059,SHP000426,2022,13,12,98,74,On-Time,155.95,0.7551020408163265,-1
SUP057,SHP000427,2023,6,7,64,64,On-Time,57.13,1.0,1
SUP039,SHP000428,2022,10,8,492,492,Early,4.37,1.0,-2
SUP043,SHP000429,2024,6,6,471,471,On-Time,105.84,1.0,0
SUP053,SHP000430,2023,5,2,186,153,Early,64.48,0.8225806451612904,-3
SUP010,SHP000431,2023,8,4,305,305,Early,136.53,1.0,-4
SUP038,SHP000432,2024,12,17,297,297,Late,172.81,1.0,5
SUP059,SHP000433,2024,15,18,174,174,Late,19.77,1.0,3
SUP048,SHP000434,2024,18,17,434,434,On-Time,182.26,1.0,-1
SUP039,SHP000435,2024,16,16,404,404,On-Time,21.6,1.0,0
SUP051,SHP000436,2023,17,17,65,58,On-Time,181.24,0.8923076923076924,0
SUP047,SHP000437,2024,17,20,86,86,Late,72.3,1.0,3
SUP036,SHP000438,2023,14,13,133,133,On-Time,21.13,1.0,-1
SUP016,SHP000439,2022,14,11,275,275,Early,13.87,1.0,-3
SUP014,SHP000440,2023,9,6,371,260,Early,42.39,0.7008086253369272,-3
SUP021,SHP000441,2023,19,25,62,62,Late,13.26,1.0,6
SUP049,SHP000442,2023,12,8,427,427,Early,106.18,1.0,-4
SUP036,SHP000443,2022,19,18,429,429,On-Time,20.39,1.0,-1
SUP048,SHP000444,2023,17,15,267,267,Early,178.0,1.0,-2
SUP031,SHP000445,2024,4,2,92,92,Early,36.03,1.0,-2
SUP056,SHP000446,2024,5,1,449,449,Early,107.43,1.0,-4
SUP026,SHP000447,2024,18,16,121,121,Early,157.16,1.0,-2
SUP036,SHP000448,2023,20,20,386,386,On-Time,188.01,1.0,0
SUP033,SHP000449,2024,15,19,186,186,Late,66.51,1.0,4
SUP030,SHP000450,2024,20,12,145,145,Early,45.53,1.0,-8
SUP046,SHP000451,2022,12,8,320,320,Early,92.97,1.0,-4
SUP032,SHP000452,2022,13,14,137,123,On-Time,128.74,0.8978102189781022,1
SUP029,SHP000453,2024,14,15,490,490,On-Time,119.69,1.0,1
SUP040,SHP000454,2022,7,4,355,355,Early,182.36,1.0,-3
SUP012,SHP000455,2023,5,6,253,253,On-Time,59.67,1.0,1
SUP024,SHP000456,2024,17,17,318,318,On-Time,172.93,1.0,0
SUP059,SHP000457,2024,10,10,140,132,On-Time,196.17,0.9428571428571428,0
SUP050,SHP000458,2022,14,11,92,92,Early,188.19,1.0,-3
SUP028,SHP000459,2022,18,20,481,375,Late,80.91,0.7796257796257796,2
SUP001,SHP000460,2023,20,17,270,270,Early,156.58,1.0,-3
SUP020,SHP000461,2022,18,16,462,462,Early,71.48,1.0,-2
SUP008,SHP000462,2022,12,10,294,227,Early,168.0,0.7721088435374149,-2
SUP016,SHP000463,2024,3,1,315,315,Early,17.22,1.0,-2
SUP017,SHP000464,2024,3,4,203,203,On-Time,115.04,1.0,1
SUP034,SHP000465,2023,14,9,208,208,Early,102.39,1.0,-5
SUP012,SHP000466,2023,3,1,308,308,Early,16.23,1.0,-2
SUP004,SHP000467,2022,15,11,227,166,Early,48.83,0.7312775330396476,-4
SUP034,SHP000468,2024,7,10,435,435,Late,199.83,1.0,3
SUP056,SHP000469,2022,13,16,117,88,Late,102.3,0.7521367521367521,3
SUP052,SHP000470,2023,10,8,111,102,Early,195.51,0.918918918918919,-2
SUP017,SHP000471,2024,11,11,389,389,On-Time,52.0,1.0,0
SUP058,SHP000472,2023,6,6,489,489,On-Time,41.97,1.0,0
SUP039,SHP000473,2023,3,1,440,440,Early,195.89,1.0,-2
SUP053,SHP000474,2022,14,19,472,472,Late,139.01,1.0,5
SUP016,SHP000475,2023,4,3,146,146,On-Time,111.51,1.0,-1
SUP007,SHP000476,2022,16,15,216,216,On-Time,104.99,1.0,-1
SUP021,SHP000477,2022,10,14,219,219,Late,176.84,1.0,4
SUP013,SHP000478,2023,12,14,198,145,Late,25.72,0.7323232323232324,2
SUP039,SHP000479,2023,12,12,188,188,On-Time,85.28,1.0,0
SUP034,SHP000480,2022,7,8,493,493,On-Time,123.56,1.0,1
SUP048,SHP000481,2022,16,17,171,171,On-Time,38.13,1.0,1
SUP013,SHP000482,2024,9,13,445,445,Late,164.18,1.0,4
SUP049,SHP000483,2023,13,11,321,321,Early,43.15,1.0,-2
SUP039,SHP000484,2022,8,4,419,419,Early,7.76,1.0,-4
SUP006,SHP000485,2024,4,8,66,66,Late,174.18,1.0,4
SUP010,SHP000486,2023,8,9,243,243,On-Time,141.15,1.0,1
SUP009,SHP000487,2024,13,15,433,433,Late,103.28,1.0,2
SUP026,SHP000488,2023,6,10,301,301,Late,180.52,1.0,4
SUP001,SHP000489,2024,13,8,407,407,Early,187.32,1.0,-5
SUP002,SHP000490,2022,12,9,399,399,Early,112.88,1.0,-3
SUP001,SHP000491,2023,6,4,468,468,Early,78.62,1.0,-2
SUP058,SHP000492,2023,11,9,407,407,Early,127.31,1.0,-2
SUP005,SHP000493,2024,15,12,122,122,Early,93.47,1.0,-3
SUP019,SHP000494,2022,14,15,112,112,On-Time,23.91,1.0,1
SUP020,SHP000495,2022,9,5,340,340,Early,25.63,1.0,-4
SUP004,SHP000496,2023,4,1,407,407,Early,197.65,1.0,-3
SUP042,SHP000497,2022,11,14,147,147,Late,65.01,1.0,3
SUP043,SHP000498,2023,12,11,378,378,On-Time,34.21,1.0,-1
SUP045,SHP000499,2024,5,4,151,151,On-Time,68.16,1.0,-1
SUP030,SHP000500,2024,8,7,239,211,On-Time,17.27,0.8828451882845189,-1
SUP060,SHP000501,2022,7,9,380,333,Late,74.74,0.8763157894736842,2
SUP026,SHP000502,2023,4,6,438,438,Late,131.46,1.0,2
SUP010,SHP000503,2023,10,9,220,220,On-Time,66.97,1.0,-1
SUP054,SHP000504,2024,5,5,293,293,On-Time,165.27,1.0,0
SUP040,SHP000505,2024,19,23,363,363,Late,101.25,1.0,4
SUP047,SHP000506,2023,10,8,126,126,Early,164.95,1.0,-2
SUP048,SHP000507,2022,15,17,197,197,Late,10.2,1.0,2
SUP005,SHP000508,2023,5,7,211,211,Late,89.2,1.0,2
SUP051,SHP000509,2022,11,12,74,74,On-Time,158.65,1.0,1
SUP020,SHP000510,2023,5,9,87,87,Late,45.8,1.0,4
SUP048,SHP000511,2022,19,23,404,404,Late,113.61,1.0,4
SUP042,SHP000512,2023,16,16,328,328,On-Time,103.45,1.0,0
SUP043,SHP000513,2022,5,6,150,138,On-Time,64.76,0.92,1
SUP015,SHP000514,2024,11,16,261,261,Late,106.09,1.0,5
SUP055,SHP000515,2024,12,8,463,400,Early,85.82,0.8639308855291576,-4
SUP003,SHP000516,2023,15,14,357,357,On-Time,104.73,1.0,-1
SUP056,SHP000517,2023,15,13,400,400,Early,102.53,1.0,-2
SUP019,SHP000518,2024,9,4,189,189,Early,126.25,1.0,-5
SUP047,SHP000519,2024,11,17,83,83,Late,160.98,1.0,6
SUP060,SHP000520,2023,20,17,342,342,Early,89.58,1.0,-3
SUP037,SHP000521,2022,6,1,382,382,Early,97.63,1.0,-5
SUP005,SHP000522,2023,8,8,199,199,On-Time,77.34,1.0,0
SUP014,SHP000523,2023,3,3,96,96,On-Time,61.71,1.0,0
SUP020,SHP000524,2023,6,7,292,292,On-Time,16.56,1.0,1
SUP008,SHP000525,2022,10,11,225,225,On-Time,149.63,1.0,1
SUP002,SHP000526,2022,5,2,338,338,Early,64.52,1.0,-3
SUP014,SHP000527,2023,7,9,205,205,Late,100.16,1.0,2
SUP034,SHP000528,2024,16,18,72,72,Late,183.32,1.0,2
SUP052,SHP000529,2022,3,5,475,475,Late,87.79,1.0,2
SUP037,SHP000530,2022,17,12,159,159,Early,78.56,1.0,-5
SUP032,SHP000531,2023,5,5,469,469,On-Time,78.45,1.0,0
SUP021,SHP000532,2024,16,16,405,295,On-Time,12.26,0.7283950617283951,0
SUP010,SHP000533,2023,19,17,261,200,Early,5.77,0.7662835249042146,-2
SUP058,SHP000534,2023,8,6,435,435,Early,50.67,1.0,-2
SUP041,SHP000535,2022,12,14,355,355,Late,8.98,1.0,2
SUP054,SHP000536,2023,6,6,193,193,On-Time,24.81,1.0,0
SUP035,SHP000537,2024,13,11,85,85,Early,18.61,1.0,-2
SUP031,SHP000538,2023,5,3,190,190,Early,112.54,1.0,-2
SUP009,SHP000539,2022,7,10,94,94,Late,126.76,1.0,3
SUP003,SHP000540,2023,8,8,235,235,On-Time,131.5,1.0,0
SUP038,SHP000541,2022,14,11,463,463,Early,120.28,1.0,-3
SUP040,SHP000542,2024,4,7,461,461,Late,53.44,1.0,3
SUP035,SHP000543,2024,15,17,227,227,Late,111.62,1.0,2
SUP028,SHP000544,2023,8,5,323,323,Early,169.22,1.0,-3
SUP042,SHP000545,2024,20,24,392,392,Late,156.85,1.0,4
SUP021,SHP000546,2024,19,18,250,250,On-Time,36.54,1.0,-1
SUP054,SHP000547,2022,12,14,313,313,Late,146.14,1.0,2
SUP043,SHP000548,2022,8,3,361,361,Early,21.19,1.0,-5
SUP025,SHP000549,2023,9,9,459,459,On-Time,198.67,1.0,0
SUP020,SHP000550,2023,7,3,405,405,Early,82.92,1.0,-4
SUP011,SHP000551,2024,8,10,370,370,Late,2.3,1.0,2
SUP048,SHP000552,2024,20,24,288,288,Late,18.97,1.0,4
SUP051,SHP000553,2024,13,14,208,208,On-Time,173.07,1.0,1
SUP043,SHP000554,2024,8,6,414,414,Early,183.69,1.0,-2
SUP045,SHP000555,2022,11,10,473,473,On-Time,162.37,1.0,-1
SUP009,SHP000556,2024,13,11,91,91,Early,145.84,1.0,-2
SUP019,SHP000557,2024,6,7,435,435,On-Time,182.73,1.0,1
SUP059,SHP000558,2022,20,20,415,415,On-Time,22.94,1.0,0
SUP001,SHP000559,2024,17,15,352,352,Early,192.88,1.0,-2
SUP022,SHP000560,2024,12,11,114,114,On-Time,30.61,1.0,-1
SUP040,SHP000561,2024,12,6,227,227,Early,69.97,1.0,-6
SUP046,SHP000562,2022,7,9,365,365,Late,176.5,1.0,2
SUP042,SHP000563,2023,6,5,209,209,On-Time,173.17,1.0,-1
SUP010,SHP000564,2024,19,22,224,224,Late,171.23,1.0,3
SUP004,SHP000565,2023,12,12,368,368,On-Time,12.11,1.0,0
SUP034,SHP000566,2022,7,7,344,344,On-Time,103.36,1.0,0
SUP012,SHP000567,2022,20,23,224,164,Late,75.62,0.7321428571428571,3
SUP015,SHP000568,2022,4,5,466,419,On-Time,121.81,0.8991416309012875,1
SUP022,SHP000569,2024,13,12,248,248,On-Time,107.73,1.0,-1
SUP054,SHP000570,2024,18,10,175,175,Early,66.12,1.0,-8
SUP015,SHP000571,2022,3,2,290,290,On-Time,12.67,1.0,-1
SUP002,SHP000572,2022,6,4,443,443,Early,103.62,1.0,-2
SUP037,SHP000573,2023,7,5,491,491,Early,107.24,1.0,-2
SUP060,SHP000574,2024,5,7,368,368,Late,45.52,1.0,2
SUP032,SHP000575,2024,12,14,387,387,Late,62.96,1.0,2
SUP028,SHP000576,2022,5,4,370,370,On-Time,62.37,1.0,-1
SUP028,SHP000577,2024,13,13,231,231,On-Time,192.76,1.0,0
SUP039,SHP000578,2023,10,7,437,395,Early,172.53,0.9038901601830663,-3
SUP052,SHP000579,2024,13,17,417,417,Late,174.28,1.0,4
SUP007,SHP000580,2023,12,17,168,168,Late,135.78,1.0,5
SUP040,SHP000581,2023,13,13,458,458,On-Time,107.73,1.0,0
SUP017,SHP000582,2023,4,2,264,264,Early,193.63,1.0,-2
SUP036,SHP000583,2022,15,12,299,299,Early,53.27,1.0,-3
SUP058,SHP000584,2023,3,4,407,407,On-Time,53.09,1.0,1
SUP040,SHP000585,2023,4,2,337,337,Early,169.15,1.0,-2
SUP026,SHP000586,2022,10,12,121,89,Late,53.11,0.7355371900826446,2
SUP009,SHP000587,2022,4,1,265,265,Early,71.44,1.0,-3
SUP059,SHP000588,2024,20,14,389,389,Early,29.09,1.0,-6
SUP037,SHP000589,2023,13,13,380,380,On-Time,29.93,1.0,0
SUP053,SHP000590,2022,19,12,248,248,Early,153.81,1.0,-7
SUP050,SHP000591,2023,6,7,230,230,On-Time,191.98,1.0,1
SUP035,SHP000592,2024,20,17,54,54,Early,136.74,1.0,-3
SUP059,SHP000593,2024,12,12,349,349,On-Time,113.75,1.0,0
SUP053,SHP000594,2022,18,16,324,324,Early,88.79,1.0,-2
SUP003,SHP000595,2023,12,13,183,183,On-Time,127.75,1.0,1
SUP042,SHP000596,2022,8,6,326,326,Early,6.37,1.0,-2
SUP055,SHP000597,2022,12,17,416,416,Late,34.96,1.0,5
SUP024,SHP000598,2024,18,16,299,299,Early,118.89,1.0,-2
SUP026,SHP000599,2022,10,8,213,213,Early,85.88,1.0,-2
SUP035,SHP000600,2023,3,4,314,314,On-Time,65.0,1.0,1
SUP009,SHP000601,2022,11,12,303,303,On-Time,3.78,1.0,1
SUP057,SHP000602,2024,12,11,416,416,On-Time,87.2,1.0,-1
SUP001,SHP000603,2023,3,3,232,207,On-Time,128.96,0.8922413793103449,0
SUP006,SHP000604,2024,7,4,369,369,Early,18.79,1.0,-3
SUP031,SHP000605,2024,17,19,58,58,Late,64.78,1.0,2
SUP043,SHP000606,2024,3,5,65,65,Late,40.65,1.0,2
SUP024,SHP000607,2022,15,14,367,367,On-Time,195.86,1.0,-1
SUP016,SHP000608,2022,20,22,130,130,Late,110.4,1.0,2
SUP041,SHP000609,2024,12,12,228,228,On-Time,142.28,1.0,0
SUP060,SHP000610,2023,7,5,52,52,Early,50.73,1.0,-2
SUP001,SHP000611,2023,5,4,120,120,On-Time,170.84,1.0,-1
SUP029,SHP000612,2024,11,6,106,106,Early,54.57,1.0,-5
SUP040,SHP000613,2023,9,9,281,281,On-Time,19.38,1.0,0
SUP027,SHP000614,2023,11,7,201,201,Early,38.0,1.0,-4
SUP027,SHP000615,2024,6,1,91,91,Early,171.2,1.0,-5
SUP007,SHP000616,2022,4,4,267,267,On-Time,48.36,1.0,0
SUP060,SHP000617,2022,13,12,78,78,On-Time,56.89,1.0,-1
SUP034,SHP000618,2023,10,11,464,384,On-Time,124.29,0.8275862068965517,1
SUP028,SHP000619,2024,15,13,306,306,Early,109.25,1.0,-2
SUP037,SHP000620,2024,19,18,365,365,On-Time,86.61,1.0,-1
SUP022,SHP000621,2022,12,11,386,386,On-Time,161.8,1.0,-1
SUP031,SHP000622,2023,14,15,243,243,On-Time,53.04,1.0,1
SUP010,SHP000623,2024,11,10,257,257,On-Time,153.74,1.0,-1
SUP049,SHP000624,2024,8,3,234,234,Early,102.94,1.0,-5
SUP049,SHP000625,2023,16,16,277,277,On-Time,179.94,1.0,0
SUP042,SHP000626,2022,15,14,200,200,On-Time,55.02,1.0,-1
SUP059,SHP000627,2022,9,5,179,179,Early,102.44,1.0,-4
SUP047,SHP000628,2022,10,4,216,216,Early,19.94,1.0,-6
SUP042,SHP000629,2023,18,14,172,172,Early,128.24,1.0,-4
SUP050,SHP000630,2023,16,18,315,315,Late,87.06,1.0,2
SUP019,SHP000631,2023,14,12,179,179,Early,74.76,1.0,-2
SUP055,SHP000632,2024,15,16,232,232,On-Time,153.71,1.0,1
SUP055,SHP000633,2022,6,1,159,159,Early,186.68,1.0,-5
SUP001,SHP000634,2024,18,15,113,113,Early,21.82,1.0,-3
SUP020,SHP000635,2024,6,4,69,50,Early,118.17,0.7246376811594203,-2
SUP016,SHP000636,2023,11,11,128,128,On-Time,123.63,1.0,0
SUP051,SHP000637,2024,10,12,401,401,Late,197.97,1.0,2
SUP020,SHP000638,2024,11,15,256,256,Late,114.8,1.0,4
SUP032,SHP000639,2022,7,10,176,176,Late,128.31,1.0,3
SUP017,SHP000640,2024,7,4,88,72,Early,33.56,0.8181818181818182,-3
SUP008,SHP000641,2022,9,6,469,469,Early,99.65,1.0,-3
SUP046,SHP000642,2022,9,10,256,256,On-Time,27.4,1.0,1
SUP011,SHP000643,2024,18,11,214,214,Early,14.56,1.0,-7
SUP021,SHP000644,2024,13,18,300,300,Late,108.51,1.0,5
SUP015,SHP000645,2023,13,10,406,406,Early,121.51,1.0,-3
SUP005,SHP000646,2022,5,1,168,168,Early,62.97,1.0,-4
SUP043,SHP000647,2022,9,8,190,190,On-Time,73.73,1.0,-1
SUP013,SHP000648,2022,15,15,408,408,On-Time,164.55,1.0,0
SUP031,SHP000649,2022,15,12,185,185,Early,198.03,1.0,-3
SUP043,SHP000650,2023,20,18,243,243,Early,63.76,1.0,-2
SUP040,SHP000651,2023,16,15,463,363,On-Time,137.48,0.7840172786177105,-1
SUP021,SHP000652,2022,9,7,434,434,Early,54.78,1.0,-2
SUP055,SHP000653,2023,7,7,366,366,On-Time,198.05,1.0,0
SUP026,SHP000654,2024,11,9,78,78,Early,115.35,1.0,-2
SUP007,SHP000655,2023,12,12,413,413,On-Time,76.96,1.0,0
SUP001,SHP000656,2022,9,7,370,370,Early,158.38,1.0,-2
SUP004,SHP000657,2023,6,9,139,139,Late,147.61,1.0,3
SUP032,SHP000658,2023,4,10,268,268,Late,132.08,1.0,6
SUP032,SHP000659,2023,6,11,283,283,Late,26.48,1.0,5
SUP032,SHP000660,2022,4,1,77,77,Early,166.11,1.0,-3
SUP013,SHP000661,2022,13,7,439,321,Early,89.76,0.7312072892938497,-6
SUP042,SHP000662,2023,9,11,322,322,Late,39.96,1.0,2
SUP011,SHP000663,2023,13,17,78,57,Late,96.28,0.7307692307692307,4
SUP005,SHP000664,2023,9,7,158,158,Early,141.48,1.0,-2
SUP032,SHP000665,2022,9,12,467,409,Late,171.36,0.8758029978586723,3
SUP023,SHP000666,2023,10,11,168,168,On-Time,20.6,1.0,1
SUP004,SHP000667,2023,18,22,70,70,Late,88.01,1.0,4
SUP015,SHP000668,2024,13,18,133,133,Late,53.77,1.0,5
SUP027,SHP000669,2022,5,3,432,432,Early,63.85,1.0,-2
SUP006,SHP000670,2022,3,2,85,85,On-Time,186.14,1.0,-1
SUP049,SHP000671,2023,16,13,65,65,Early,91.7,1.0,-3
SUP037,SHP000672,2024,15,12,491,491,Early,109.61,1.0,-3
SUP049,SHP000673,2023,10,9,142,142,On-Time,187.15,1.0,-1
SUP043,SHP000674,2024,12,12,432,432,On-Time,26.12,1.0,0
SUP012,SHP000675,2024,4,9,317,317,Late,61.31,1.0,5
SUP003,SHP000676,2024,10,13,271,271,Late,51.96,1.0,3
SUP010,SHP000677,2023,10,10,453,453,On-Time,94.23,1.0,0
SUP045,SHP000678,2022,10,13,125,125,Late,123.57,1.0,3
SUP022,SHP000679,2022,15,16,50,50,On-Time,136.07,1.0,1
SUP054,SHP000680,2022,9,4,64,64,Early,90.83,1.0,-5
SUP040,SHP000681,2022,12,7,159,159,Early,38.43,1.0,-5
SUP048,SHP000682,2024,5,2,462,462,Early,35.68,1.0,-3
SUP054,SHP000683,2023,19,12,144,144,Early,57.5,1.0,-7
SUP038,SHP000684,2023,19,14,173,173,Early,197.42,1.0,-5
SUP039,SHP000685,2023,6,2,178,178,Early,38.0,1.0,-4
SUP047,SHP000686,2022,16,15,300,300,On-Time,125.48,1.0,-1
SUP005,SHP000687,2024,7,6,113,113,On-Time,120.45,1.0,-1
SUP038,SHP000688,2024,3,1,207,207,Early,24.91,1.0,-2
SUP013,SHP000689,2022,4,1,309,309,Early,2.47,1.0,-3
SUP034,SHP000690,2022,11,6,350,350,Early,101.67,1.0,-5
SUP031,SHP000691,2022,18,18,176,176,On-Time,24.2,1.0,0
SUP013,SHP000692,2022,8,9,128,94,On-Time,169.05,0.734375,1
SUP014,SHP000693,2024,20,17,92,77,Early,181.91,0.8369565217391305,-3
SUP030,SHP000694,2022,18,18,228,228,On-Time,59.58,1.0,0
SUP003,SHP000695,2023,10,3,485,485,Early,149.0,1.0,-7
SUP013,SHP000696,2022,4,6,277,277,Late,35.35,1.0,2
SUP020,SHP000697,2024,7,6,51,39,On-Time,77.16,0.7647058823529411,-1
SUP047,SHP000698,2024,5,1,206,206,Early,150.5,1.0,-4
SUP012,SHP000699,2024,11,12,436,436,On-Time,91.11,1.0,1
SUP052,SHP000700,2024,7,6,274,274,On-Time,187.63,1.0,-1
SUP019,SHP000701,2022,5,4,94,94,On-Time,124.79,1.0,-1
SUP055,SHP000702,2023,3,3,225,225,On-Time,101.35,1.0,0
SUP020,SHP000703,2024,6,1,338,338,Early,109.78,1.0,-5
SUP018,SHP000704,2024,12,11,390,390,On-Time,100.34,1.0,-1
SUP055,SHP000705,2022,12,11,435,435,On-Time,75.85,1.0,-1
SUP029,SHP000706,2022,17,18,266,266,On-Time,34.54,1.0,1
SUP019,SHP000707,2022,14,9,480,480,Early,171.58,1.0,-5
SUP036,SHP000708,2023,12,12,107,107,On-Time,41.53,1.0,0
SUP039,SHP000709,2022,12,14,380,351,Late,187.62,0.9236842105263158,2
SUP001,SHP000710,2022,19,19,412,330,On-Time,48.29,0.8009708737864077,0
SUP050,SHP000711,2024,12,14,313,313,Late,45.7,1.0,2
SUP018,SHP000712,2023,9,8,367,367,On-Time,154.23,1.0,-1
SUP032,SHP000713,2024,16,16,54,54,On-Time,87.22,1.0,0
SUP028,SHP000714,2024,20,24,284,284,Late,196.15,1.0,4
SUP002,SHP000715,2022,13,8,266,266,Early,179.35,1.0,-5
SUP029,SHP000716,2024,8,7,327,327,On-Time,126.52,1.0,-1
SUP048,SHP000717,2022,20,18,211,211,Early,99.67,1.0,-2
SUP035,SHP000718,2024,17,17,368,368,On-Time,26.33,1.0,0
SUP027,SHP000719,2023,10,9,223,223,On-Time,118.98,1.0,-1
SUP056,SHP000720,2024,5,5,210,210,On-Time,146.81,1.0,0
SUP009,SHP000721,2022,20,18,228,228,Early,34.97,1.0,-2
SUP050,SHP000722,2022,7,7,112,112,On-Time,62.72,1.0,0
SUP015,SHP000723,2023,19,23,442,442,Late,33.08,1.0,4
SUP021,SHP000724,2023,7,8,140,140,On-Time,142.37,1.0,1
SUP005,SHP000725,2024,5,2,161,161,Early,191.77,1.0,-3
SUP060,SHP000726,2022,15,13,294,294,Early,11.4,1.0,-2
SUP057,SHP000727,2024,6,5,410,410,On-Time,139.32,1.0,-1
SUP001,SHP000728,2023,6,4,431,431,Early,47.7,1.0,-2
SUP045,SHP000729,2022,15,12,389,389,Early,169.02,1.0,-3
SUP054,SHP000730,2022,19,21,224,224,Late,30.62,1.0,2
SUP031,SHP000731,2022,16,15,287,287,On-Time,35.86,1.0,-1
SUP027,SHP000732,2022,19,15,434,434,Early,99.44,1.0,-4
SUP021,SHP000733,2023,12,7,483,483,Early,79.92,1.0,-5
SUP005,SHP000734,2024,10,9,339,339,On-Time,16.58,1.0,-1
SUP050,SHP000735,2023,6,1,292,292,Early,165.05,1.0,-5
SUP049,SHP000736,2022,7,1,61,61,Early,69.65,1.0,-6
SUP039,SHP000737,2022,12,8,361,361,Early,96.09,1.0,-4
SUP005,SHP000738,2023,19,13,333,333,Early,13.89,1.0,-6
SUP051,SHP000739,2024,5,2,199,161,Early,197.26,0.8090452261306532,-3
SUP031,SHP000740,2022,11,12,120,120,On-Time,156.31,1.0,1
SUP041,SHP000741,2024,13,14,61,61,On-Time,131.27,1.0,1
SUP003,SHP000742,2022,3,7,59,59,Late,165.47,1.0,4
SUP059,SHP000743,2022,13,9,231,231,Early,56.42,1.0,-4
SUP045,SHP000744,2023,8,11,92,92,Late,169.9,1.0,3
SUP036,SHP000745,2022,10,10,127,104,On-Time,151.99,0.8188976377952756,0
SUP055,SHP000746,2022,14,14,219,219,On-Time,36.03,1.0,0
SUP050,SHP000747,2023,14,13,389,389,On-Time,64.03,1.0,-1
SUP023,SHP000748,2022,19,25,484,424,Late,143.12,0.8760330578512396,6
SUP006,SHP000749,2023,14,16,477,477,Late,120.32,1.0,2
SUP031,SHP000750,2022,10,8,137,109,Early,94.14,0.7956204379562044,-2
SUP045,SHP000751,2024,8,4,353,353,Early,192.19,1.0,-4
SUP016,SHP000752,2024,9,10,227,227,On-Time,21.92,1.0,1
SUP043,SHP000753,2022,19,16,67,57,Early,182.93,0.8507462686567164,-3
SUP011,SHP000754,2023,10,8,199,153,Early,151.0,0.7688442211055276,-2
SUP056,SHP000755,2022,16,10,308,308,Early,162.48,1.0,-6
